South,
Player Position, (0.0714, 1.8004, -0.1845), (-0.9621, -0.2598, 0.0825),
Player Position, (0.0714, 1.8004, -0.1845), (-0.9621, -0.2598, 0.0825),
Player Position, (0.0751, 1.7987, -0.1870), (-0.9593, -0.2780, 0.0490),
Player Position, (0.0751, 1.7987, -0.1870), (-0.9593, -0.2780, 0.0490),
Player Position, (0.0737, 1.7960, -0.1826), (-0.9510, -0.2989, 0.0785),
Player Position, (0.0737, 1.7960, -0.1826), (-0.9510, -0.2989, 0.0785),
Player Position, (0.0720, 1.7963, -0.1823), (-0.9504, -0.2956, 0.0964),
Player Position, (0.0720, 1.7963, -0.1823), (-0.9504, -0.2956, 0.0964),
Player Position, (0.0703, 1.7972, -0.1800), (-0.9418, -0.2904, 0.1692),
Player Position, (0.0703, 1.7972, -0.1800), (-0.9418, -0.2904, 0.1692),
Player Position, (0.0700, 1.7967, -0.1692), (-0.8689, -0.3050, 0.3898),
Player Position, (0.0700, 1.7967, -0.1692), (-0.8689, -0.3050, 0.3898),
Player Position, (0.0730, 1.7966, -0.1607), (-0.7048, -0.3082, 0.6389),
Player Position, (0.0730, 1.7966, -0.1607), (-0.7048, -0.3082, 0.6389),
Player Position, (0.0780, 1.8031, -0.1444), (-0.3961, -0.2117, 0.8935),
Player Position, (0.0780, 1.8031, -0.1444), (-0.3961, -0.2117, 0.8935),
Player Position, (0.0777, 1.8010, -0.1276), (-0.2116, -0.2000, 0.9567),
Player Position, (0.0777, 1.8010, -0.1276), (-0.2116, -0.2000, 0.9567),
Player Position, (0.0646, 1.7901, -0.1084), (-0.1927, -0.2802, 0.9404),
Player Position, (0.0646, 1.7901, -0.1084), (-0.1927, -0.2802, 0.9404),
Player Position, (0.0324, 1.7863, -0.0882), (-0.4312, -0.3303, 0.8396),
Player Position, (0.0324, 1.7863, -0.0882), (-0.4312, -0.3303, 0.8396),
Player Position, (-0.0013, 1.7882, -0.0606), (-0.7666, -0.2945, 0.5706),
Player Position, (-0.0013, 1.7882, -0.0606), (-0.7666, -0.2945, 0.5706),
Player Position, (-0.0299, 1.8063, -0.0393), (-0.9871, -0.1603, 0.0015),
Player Position, (-0.0299, 1.8063, -0.0393), (-0.9871, -0.1603, 0.0015),
Player Position, (-0.0336, 1.8096, -0.0405), (-0.8780, -0.1187, -0.4636),
Player Position, (-0.0336, 1.8096, -0.0405), (-0.8780, -0.1187, -0.4636),
Player Position, (-0.0150, 1.8079, -0.0652), (-0.4790, -0.0976, -0.8724),
Player Position, (-0.0150, 1.8079, -0.0652), (-0.4790, -0.0976, -0.8724),
Player Position, (0.0187, 1.8168, -0.0776), (-0.0730, -0.0341, -0.9968),
Player Position, (0.0187, 1.8168, -0.0776), (-0.0730, -0.0341, -0.9968),
Player Position, (0.0478, 1.8164, -0.0784), (0.2537, -0.0418, -0.9664),
Player Position, (0.0478, 1.8164, -0.0784), (0.2537, -0.0418, -0.9664),
Player Position, (0.0645, 1.8158, -0.0650), (0.5142, -0.0416, -0.8566),
Player Position, (0.0645, 1.8158, -0.0650), (0.5142, -0.0416, -0.8566),
Player Position, (0.0631, 1.8150, -0.0230), (0.8702, -0.0386, -0.4912),
Player Position, (0.0631, 1.8150, -0.0230), (0.8702, -0.0386, -0.4912),
Player Position, (0.0273, 1.8080, 0.0148), (0.9836, -0.1076, -0.1448),
Player Position, (0.0273, 1.8080, 0.0148), (0.9836, -0.1076, -0.1448),
Player Position, (0.0225, 1.7902, 0.0495), (0.9369, -0.3485, 0.0293),
Player Position, (0.0225, 1.7902, 0.0495), (0.9369, -0.3485, 0.0293),
Player Position, (0.0380, 1.7853, 0.0924), (0.9039, -0.4082, 0.1279),
Player Position, (0.0380, 1.7853, 0.0924), (0.9039, -0.4082, 0.1279),
Player Position, (0.0526, 1.8023, 0.1312), (0.9477, -0.2908, 0.1317),
Player Position, (0.0526, 1.8023, 0.1312), (0.9477, -0.2908, 0.1317),
Player Position, (0.0887, 1.8142, 0.1648), (0.9824, -0.1759, 0.0622),
Player Position, (0.0887, 1.8142, 0.1648), (0.9824, -0.1759, 0.0622),
Player Position, (0.1515, 1.8106, 0.2117), (0.9940, -0.1097, -0.0012),
Player Position, (0.1515, 1.8106, 0.2117), (0.9940, -0.1097, -0.0012),
Player Position, (0.2292, 1.8217, 0.2427), (0.9951, -0.0909, -0.0398),
Player Position, (0.2292, 1.8217, 0.2427), (0.9951, -0.0909, -0.0398),
