West,
Player Position, (0.3332, 2.0685, 0.5271), (-0.9608, -0.2344, 0.1479),
Player Position, (0.3299, 2.0698, 0.5072), (-0.9595, -0.2272, 0.1664),
Player Position, (0.3101, 2.0707, 0.4112), (-0.9667, -0.1877, 0.1740),
Player Position, (0.3061, 2.0707, 0.3951), (-0.9661, -0.2000, 0.1630),
Player Position, (0.2942, 2.0697, 0.3353), (-0.9531, -0.2610, 0.1533),
Player Position, (0.2936, 2.0686, 0.3261), (-0.9515, -0.2656, 0.1550),
Player Position, (0.2985, 2.0660, 0.2811), (-0.9570, -0.2890, -0.0253),
Player Position, (0.3005, 2.0655, 0.2735), (-0.9538, -0.2906, -0.0761),
Player Position, (0.3050, 2.0629, 0.2575), (-0.9408, -0.2905, -0.1746),
Player Position, (0.3052, 2.0633, 0.2566), (-0.9400, -0.2892, -0.1808),
Player Position, (0.2984, 2.0681, 0.2714), (-0.9592, -0.2773, -0.0547),
Player Position, (0.2960, 2.0693, 0.2837), (-0.9608, -0.2698, 0.0631),
Player Position, (0.3186, 2.0673, 0.3585), (-0.5792, -0.2648, 0.7710),
Player Position, (0.3293, 2.0657, 0.3692), (-0.4385, -0.2684, 0.8577),
Player Position, (0.3522, 2.0560, 0.3839), (-0.1094, -0.3073, 0.9453),
Player Position, (0.3515, 2.0554, 0.3841), (-0.1118, -0.3091, 0.9445),
Player Position, (0.3231, 2.0556, 0.3746), (-0.3650, -0.3291, 0.8709),
Player Position, (0.3062, 2.0581, 0.3653), (-0.5265, -0.3222, 0.7868),
Player Position, (0.2571, 2.0665, 0.2388), (-0.8944, -0.2336, -0.3814),
Player Position, (0.2672, 2.0637, 0.2130), (-0.7628, -0.2424, -0.5994),
Player Position, (0.3307, 2.0454, 0.1682), (-0.0902, -0.3379, -0.9369),
Player Position, (0.3372, 2.0432, 0.1704), (-0.0397, -0.3535, -0.9346),
Player Position, (0.3497, 2.0423, 0.1962), (0.0794, -0.3845, -0.9197),
Player Position, (0.3469, 2.0426, 0.2026), (0.0728, -0.3856, -0.9198),
Player Position, (0.3120, 2.0350, 0.2292), (-0.0163, -0.4176, -0.9085),
Player Position, (0.3040, 2.0337, 0.2301), (-0.0352, -0.4221, -0.9059),
Player Position, (0.2860, 2.0336, 0.1987), (-0.1267, -0.4306, -0.8936),
Player Position, (0.2879, 2.0332, 0.1856), (-0.1367, -0.4218, -0.8963),
Player Position, (0.3145, 2.0310, 0.0936), (-0.1428, -0.3382, -0.9302),
Player Position, (0.3214, 2.0309, 0.0724), (-0.1405, -0.3181, -0.9376),
Player Position, (0.3469, 2.0541, -0.0116), (-0.1290, -0.2936, -0.9472),
Player Position, (0.3489, 2.0596, -0.0245), (-0.1301, -0.2741, -0.9529),
Player Position, (0.3444, 2.0701, -0.0844), (-0.1330, -0.2385, -0.9620),
Player Position, (0.3411, 2.0712, -0.0966), (-0.1311, -0.2319, -0.9639),
Player Position, (0.3151, 2.0735, -0.1687), (-0.1105, -0.1866, -0.9762),
Player Position, (0.3082, 2.0728, -0.1857), (-0.1022, -0.1799, -0.9784),
Player Position, (0.2619, 2.0617, -0.2851), (-0.0568, -0.1243, -0.9906),
Player Position, (0.2502, 2.0594, -0.3074), (-0.0476, -0.1086, -0.9929),
Player Position, (0.1902, 2.0737, -0.4204), (-0.0101, -0.0234, -0.9997),
Player Position, (0.1816, 2.0792, -0.4404), (-0.0081, -0.0049, -1.0000),
Player Position, (0.1621, 2.0998, -0.5181), (-0.0106, 0.0344, -0.9994),
Player Position, (0.1621, 2.1033, -0.5286), (-0.0073, 0.0350, -0.9994),
Player Position, (0.1766, 2.1042, -0.5578), (0.0226, 0.0421, -0.9989),
Player Position, (0.1816, 2.1060, -0.5593), (0.0193, 0.0476, -0.9987),
Player Position, (0.2045, 2.1111, -0.5704), (0.0066, 0.0540, -0.9985),
Player Position, (0.2080, 2.1112, -0.5725), (0.0061, 0.0575, -0.9983),
Player Position, (0.2174, 2.1090, -0.5802), (0.0013, 0.0491, -0.9988),
Player Position, (0.2183, 2.1084, -0.5814), (-0.0020, 0.0481, -0.9988),
Collect the Sphere,
Position: (-0.2000, 1.5000, -0.1000),
Player Position, (0.2210, 2.1072, -0.5870), (-0.0188, 0.0457, -0.9988),
Player Position, (0.2217, 2.1073, -0.5888), (-0.0230, 0.0445, -0.9987),
Player Position, (0.2235, 2.1062, -0.5958), (-0.0211, 0.0314, -0.9993),
Player Position, (0.2238, 2.1057, -0.5971), (-0.0216, 0.0264, -0.9994),
Player Position, (0.2223, 2.1054, -0.6036), (-0.0313, 0.0187, -0.9993),
Player Position, (0.2219, 2.1052, -0.6051), (-0.0316, 0.0175, -0.9993),
Player Position, (0.2138, 2.1049, -0.6105), (-0.0523, 0.0059, -0.9986),
Player Position, (0.2105, 2.1052, -0.6111), (-0.0605, 0.0068, -0.9981),
Player Position, (0.1815, 2.1056, -0.6158), (-0.1462, 0.0021, -0.9893),
Player Position, (0.1729, 2.1055, -0.6168), (-0.1742, -0.0021, -0.9847),
Player Position, (0.1218, 2.0974, -0.6178), (-0.3575, -0.0416, -0.9330),
Player Position, (0.1120, 2.0951, -0.6169), (-0.4032, -0.0555, -0.9134),
Player Position, (0.0788, 2.0859, -0.6057), (-0.7050, -0.1628, -0.6902),
Player Position, (0.0761, 2.0835, -0.6023), (-0.7686, -0.1852, -0.6124),
Player Position, (0.0890, 2.0598, -0.5754), (-0.9346, -0.3549, -0.0226),
Player Position, (0.0965, 2.0580, -0.5704), (-0.9161, -0.3896, 0.0951),
Player Position, (0.1306, 2.0503, -0.5603), (-0.7803, -0.4587, 0.4251),
Player Position, (0.1360, 2.0493, -0.5573), (-0.7503, -0.4690, 0.4659),
Player Position, (0.1576, 2.0473, -0.5402), (-0.6860, -0.4713, 0.5543),
Player Position, (0.1604, 2.0461, -0.5368), (-0.6779, -0.4734, 0.5624),
Player Position, (0.1563, 2.0409, -0.5173), (-0.6411, -0.4984, 0.5836),
Player Position, (0.1523, 2.0391, -0.5106), (-0.6322, -0.5076, 0.5853),
Player Position, (0.1210, 2.0312, -0.4625), (-0.6091, -0.5431, 0.5779),
Player Position, (0.1111, 2.0280, -0.4475), (-0.6062, -0.5485, 0.5759),
Player Position, (0.0492, 2.0063, -0.3524), (-0.5892, -0.5795, 0.5631),
Player Position, (0.0345, 2.0033, -0.3293), (-0.5847, -0.5901, 0.5566),
Player Position, (-0.0418, 1.9928, -0.2173), (-0.5437, -0.6935, 0.4727),
Player Position, (-0.0548, 1.9919, -0.1995), (-0.5363, -0.7073, 0.4606),
Player Position, (-0.1083, 1.9856, -0.1377), (-0.4921, -0.7691, 0.4078),
Player Position, (-0.1175, 1.9847, -0.1291), (-0.4850, -0.7771, 0.4011),
Player Position, (-0.1521, 1.9705, -0.1076), (-0.4336, -0.8237, 0.3653),
Player Position, (-0.1559, 1.9704, -0.1080), (-0.4230, -0.8304, 0.3626),
Player Position, (-0.1765, 1.9892, -0.1132), (-0.4271, -0.7862, 0.4467),
Player Position, (-0.1805, 1.9916, -0.1132), (-0.4318, -0.7761, 0.4597),
South,
Player Position, (-0.1958, 1.9977, -0.1089), (-0.4356, -0.7537, 0.4922),
Player Position, (-0.1985, 1.9998, -0.1076), (-0.4380, -0.7443, 0.5042),
Player Position, (-0.2066, 2.0354, -0.1071), (-0.5247, -0.5590, 0.6420),
Player Position, (-0.2069, 2.0424, -0.1085), (-0.5406, -0.5168, 0.6638),
Player Position, (-0.2142, 2.0670, -0.1260), (-0.6286, -0.3546, 0.6922),
Player Position, (-0.2182, 2.0724, -0.1335), (-0.6624, -0.3220, 0.6764),
Player Position, (-0.2480, 2.0894, -0.2057), (-0.9352, -0.1810, 0.3042),
Player Position, (-0.2535, 2.0893, -0.2267), (-0.9738, -0.1697, 0.1515),
Player Position, (-0.2296, 2.0729, -0.3304), (-0.6797, -0.2289, -0.6969),
Player Position, (-0.2124, 2.0698, -0.3414), (-0.5515, -0.2548, -0.7943),
Player Position, (-0.1361, 2.0579, -0.3381), (-0.1604, -0.3248, -0.9321),
Player Position, (-0.1236, 2.0570, -0.3305), (-0.1234, -0.3289, -0.9363),
Player Position, (-0.0720, 2.0537, -0.2888), (0.0207, -0.3363, -0.9415),
Player Position, (-0.0636, 2.0532, -0.2812), (0.0395, -0.3375, -0.9405),
Player Position, (-0.0069, 2.0558, -0.2565), (0.1885, -0.3382, -0.9220),
Player Position, (0.0102, 2.0584, -0.2535), (0.2546, -0.3366, -0.9066),
Player Position, (0.1023, 2.0580, -0.2458), (0.6062, -0.3191, -0.7285),
Player Position, (0.1221, 2.0563, -0.2431), (0.6746, -0.3302, -0.6602),
Player Position, (0.2074, 2.0471, -0.2142), (0.9108, -0.3503, -0.2186),
Player Position, (0.2193, 2.0454, -0.2053), (0.9251, -0.3569, -0.1300),
Player Position, (0.2500, 2.0457, -0.1833), (0.9223, -0.3758, 0.0900),
Player Position, (0.2532, 2.0464, -0.1838), (0.9222, -0.3735, 0.1007),
Player Position, (0.2535, 2.0474, -0.1903), (0.9293, -0.3666, 0.0454),
Player Position, (0.2500, 2.0467, -0.1883), (0.9289, -0.3695, 0.0254),
Player Position, (0.2209, 2.0413, -0.1512), (0.9290, -0.3700, -0.0064),
Player Position, (0.2138, 2.0425, -0.1427), (0.9260, -0.3774, 0.0059),
Player Position, (0.1918, 2.0570, -0.1003), (0.9393, -0.3406, 0.0419),
Player Position, (0.1924, 2.0591, -0.0887), (0.9416, -0.3336, 0.0457),
Player Position, (0.2164, 2.0759, -0.0272), (0.9749, -0.2223, -0.0155),
Player Position, (0.2253, 2.0776, -0.0127), (0.9800, -0.1985, -0.0116),
Player Position, (0.3012, 2.0780, 0.0612), (0.9922, -0.1200, 0.0340),
Player Position, (0.3198, 2.0749, 0.0766), (0.9925, -0.1155, 0.0407),
Player Position, (0.4113, 2.0718, 0.1507), (0.9921, -0.1191, 0.0396),
Player Position, (0.4298, 2.0739, 0.1646), (0.9913, -0.1238, 0.0441),
Player Position, (0.5060, 2.0833, 0.2154), (0.9902, -0.1277, 0.0573),
Player Position, (0.5187, 2.0862, 0.2219), (0.9901, -0.1309, 0.0515),
Player Position, (0.5793, 2.0909, 0.2394), (0.9940, -0.1095, 0.0080),
Player Position, (0.5917, 2.0897, 0.2398), (0.9942, -0.1074, 0.0019),
Player Position, (0.6527, 2.0821, 0.2219), (0.9956, -0.0931, 0.0094),
Player Position, (0.6660, 2.0810, 0.2146), (0.9969, -0.0774, 0.0141),
Player Position, (0.7361, 2.0810, 0.1700), (0.9968, -0.0452, 0.0654),
Player Position, (0.7501, 2.0826, 0.1617), (0.9964, -0.0365, 0.0768),
Player Position, (0.8106, 2.0887, 0.1326), (0.9945, -0.0160, 0.1037),
Player Position, (0.8203, 2.0900, 0.1300), (0.9939, -0.0178, 0.1088),
Player Position, (0.8545, 2.0937, 0.1285), (0.9886, -0.0149, 0.1499),
Player Position, (0.8595, 2.0929, 0.1298), (0.9880, -0.0127, 0.1539),
Player Position, (0.8769, 2.0949, 0.1451), (0.9918, -0.0270, 0.1248),
Player Position, (0.8793, 2.0949, 0.1489), (0.9922, -0.0297, 0.1210),
Player Position, (0.8881, 2.0951, 0.1665), (0.9926, -0.0294, 0.1182),
Player Position, (0.8894, 2.0944, 0.1695), (0.9925, -0.0354, 0.1171),
Player Position, (0.8932, 2.0923, 0.1804), (0.9929, -0.0545, 0.1056),
Player Position, (0.8931, 2.0922, 0.1820), (0.9931, -0.0554, 0.1032),
Player Position, (0.8904, 2.0924, 0.1876), (0.9945, -0.0522, 0.0911),
Player Position, (0.8895, 2.0923, 0.1885), (0.9946, -0.0514, 0.0901),
Player Position, (0.8846, 2.0921, 0.1916), (0.9950, -0.0491, 0.0869),
Player Position, (0.8835, 2.0922, 0.1921), (0.9950, -0.0484, 0.0870),
Collect the Cube,
Position: (0.4000, 1.5000, 0.5500),
Player Position, (0.8787, 2.0922, 0.1946), (0.9947, -0.0426, 0.0936),
Player Position, (0.8779, 2.0921, 0.1949), (0.9946, -0.0426, 0.0945),
Player Position, (0.8743, 2.0914, 0.1951), (0.9943, -0.0477, 0.0950),
Player Position, (0.8740, 2.0913, 0.1949), (0.9943, -0.0489, 0.0947),
Player Position, (0.8731, 2.0911, 0.1901), (0.9958, -0.0499, 0.0763),
Player Position, (0.8735, 2.0910, 0.1879), (0.9964, -0.0508, 0.0677),
Player Position, (0.8767, 2.0898, 0.1711), (0.9983, -0.0572, 0.0137),
Player Position, (0.8774, 2.0896, 0.1674), (0.9982, -0.0588, 0.0069),
Player Position, (0.8812, 2.0892, 0.1537), (0.9982, -0.0576, -0.0145),
Player Position, (0.8822, 2.0891, 0.1519), (0.9982, -0.0579, -0.0165),
Player Position, (0.8900, 2.0884, 0.1471), (0.9980, -0.0591, -0.0237),
Player Position, (0.8918, 2.0884, 0.1460), (0.9979, -0.0599, -0.0258),
Player Position, (0.9024, 2.0876, 0.1272), (0.9919, -0.0726, -0.1039),
Player Position, (0.9042, 2.0873, 0.1199), (0.9881, -0.0734, -0.1355),
Player Position, (0.9049, 2.0791, 0.0630), (0.8992, -0.0968, -0.4267),
Player Position, (0.9035, 2.0761, 0.0497), (0.8517, -0.1180, -0.5106),
Player Position, (0.8863, 2.0645, 0.0071), (0.4055, -0.2681, -0.8739),
Player Position, (0.8828, 2.0621, 0.0052), (0.2969, -0.2845, -0.9115),
Player Position, (0.8741, 2.0478, 0.0260), (-0.1740, -0.3813, -0.9079),
Player Position, (0.8739, 2.0465, 0.0384), (-0.2975, -0.4066, -0.8638),
Player Position, (0.8716, 2.0521, 0.0791), (-0.6315, -0.4179, -0.6531),
Player Position, (0.8710, 2.0508, 0.0870), (-0.6772, -0.4191, -0.6048),
Player Position, (0.8581, 2.0487, 0.1269), (-0.8288, -0.4271, -0.3615),
Player Position, (0.8528, 2.0486, 0.1362), (-0.8511, -0.4307, -0.3003),
Player Position, (0.8231, 2.0451, 0.1791), (-0.8898, -0.4562, -0.0080),
Player Position, (0.8170, 2.0439, 0.1880), (-0.8854, -0.4625, 0.0454),
Player Position, (0.7887, 2.0405, 0.2295), (-0.8385, -0.4885, 0.2414),
Player Position, (0.7833, 2.0394, 0.2348), (-0.8350, -0.4853, 0.2595),
Player Position, (0.7577, 2.0305, 0.2470), (-0.7956, -0.5070, 0.3317),
Player Position, (0.7537, 2.0327, 0.2466), (-0.7816, -0.5152, 0.3518),
Player Position, (0.7380, 2.0366, 0.2333), (-0.7538, -0.4813, 0.4474),
Player Position, (0.7377, 2.0358, 0.2288), (-0.7389, -0.4814, 0.4714),
Player Position, (0.7409, 2.0383, 0.1967), (-0.6947, -0.4564, 0.5560),
Player Position, (0.7401, 2.0400, 0.1919), (-0.6967, -0.4473, 0.5609),
Player Position, (0.7276, 2.0494, 0.1852), (-0.7336, -0.3945, 0.5534),
Player Position, (0.7231, 2.0514, 0.1877), (-0.7412, -0.3811, 0.5526),
Player Position, (0.6911, 2.0501, 0.2208), (-0.7460, -0.3543, 0.5639),
Player Position, (0.6833, 2.0479, 0.2310), (-0.7448, -0.3590, 0.5625),
Player Position, (0.6514, 2.0399, 0.2949), (-0.7539, -0.3475, 0.5576),
Player Position, (0.6449, 2.0414, 0.3117), (-0.7611, -0.3330, 0.5566),
Player Position, (0.6104, 2.0639, 0.3990), (-0.7948, -0.2256, 0.5634),
Player Position, (0.6041, 2.0675, 0.4141), (-0.7989, -0.2059, 0.5651),
Player Position, (0.5744, 2.0699, 0.4695), (-0.7963, -0.1943, 0.5728),
Player Position, (0.5690, 2.0703, 0.4763), (-0.7917, -0.2150, 0.5718),
Player Position, (0.5431, 2.0768, 0.4973), (-0.7862, -0.2099, 0.5813),
Player Position, (0.5381, 2.0765, 0.4994), (-0.7832, -0.2076, 0.5861),
Player Position, (0.5180, 2.0799, 0.4966), (-0.7456, -0.2077, 0.6332),
Player Position, (0.5154, 2.0818, 0.4943), (-0.7385, -0.2072, 0.6416),
North,
Player Position, (0.5024, 2.0847, 0.4891), (-0.7386, -0.1904, 0.6467),
Player Position, (0.4996, 2.0836, 0.4897), (-0.7376, -0.1966, 0.6459),
Player Position, (0.4871, 2.0819, 0.4946), (-0.7300, -0.2128, 0.6495),
Player Position, (0.4852, 2.0823, 0.4955), (-0.7282, -0.2108, 0.6521),
Player Position, (0.4771, 2.0835, 0.5002), (-0.7265, -0.1981, 0.6581),
Player Position, (0.4759, 2.0839, 0.5011), (-0.7268, -0.1959, 0.6583),
Player Position, (0.4636, 2.0850, 0.4975), (-0.8219, -0.1895, 0.5372),
Player Position, (0.4590, 2.0848, 0.4935), (-0.8635, -0.1899, 0.4673),
Player Position, (0.4425, 2.0803, 0.4456), (-0.9639, -0.1953, -0.1811),
Player Position, (0.4438, 2.0779, 0.4306), (-0.9174, -0.2004, -0.3437),
Player Position, (0.4828, 2.0623, 0.3658), (-0.4252, -0.2538, -0.8688),
Player Position, (0.4911, 2.0609, 0.3595), (-0.3661, -0.2618, -0.8930),
Player Position, (0.5182, 2.0586, 0.3398), (-0.2439, -0.2961, -0.9235),
Player Position, (0.5180, 2.0587, 0.3396), (-0.2788, -0.2993, -0.9125),
Player Position, (0.4873, 2.0661, 0.3686), (-0.7243, -0.2679, -0.6353),
Player Position, (0.4808, 2.0675, 0.3786), (-0.7960, -0.2632, -0.5451),
Player Position, (0.4537, 2.0740, 0.4093), (-0.9135, -0.2327, -0.3338),
Player Position, (0.4458, 2.0746, 0.4109), (-0.9223, -0.2202, -0.3177),
Player Position, (0.3873, 2.0716, 0.3943), (-0.9567, -0.1963, -0.2150),
Player Position, (0.3720, 2.0701, 0.3852), (-0.9609, -0.1931, -0.1986),
Player Position, (0.2848, 2.0598, 0.3183), (-0.9780, -0.1730, -0.1168),
Player Position, (0.2665, 2.0591, 0.3043), (-0.9837, -0.1584, -0.0848),
Player Position, (0.1866, 2.0825, 0.2480), (-0.9928, -0.1198, -0.0043),
Player Position, (0.1716, 2.0876, 0.2402), (-0.9946, -0.1039, -0.0041),
Player Position, (0.0920, 2.0928, 0.2151), (-0.9968, -0.0800, 0.0031),
Player Position, (0.0741, 2.0922, 0.2123), (-0.9972, -0.0741, 0.0027),
Player Position, (-0.0287, 2.0851, 0.2108), (-0.9987, -0.0492, -0.0117),
Player Position, (-0.0514, 2.0816, 0.2131), (-0.9989, -0.0439, -0.0152),
Player Position, (-0.1781, 2.0568, 0.2368), (-0.9985, -0.0369, -0.0403),
Player Position, (-0.2062, 2.0535, 0.2439), (-0.9979, -0.0433, -0.0481),
Player Position, (-0.3484, 2.0764, 0.2798), (-0.9938, -0.0660, -0.0897),
Player Position, (-0.3717, 2.0810, 0.2828), (-0.9936, -0.0605, -0.0952),
Player Position, (-0.4535, 2.0937, 0.2799), (-0.9861, -0.1145, -0.1201),
Player Position, (-0.4647, 2.0956, 0.2777), (-0.9856, -0.1176, -0.1213),
Player Position, (-0.5032, 2.0953, 0.2578), (-0.9864, -0.1402, -0.0863),
Player Position, (-0.5062, 2.0955, 0.2516), (-0.9845, -0.1612, -0.0695),
Player Position, (-0.5259, 2.0988, 0.2179), (-0.9834, -0.1796, 0.0271),
Player Position, (-0.5293, 2.0988, 0.2123), (-0.9827, -0.1808, 0.0393),
Player Position, (-0.5444, 2.0985, 0.1938), (-0.9820, -0.1778, 0.0633),
Player Position, (-0.5465, 2.0987, 0.1919), (-0.9822, -0.1767, 0.0633),
Player Position, (-0.5542, 2.0992, 0.1878), (-0.9851, -0.1640, 0.0526),
Player Position, (-0.5550, 2.0995, 0.1878), (-0.9856, -0.1618, 0.0498),
Player Position, (-0.5555, 2.1001, 0.1876), (-0.9879, -0.1517, 0.0318),
Player Position, (-0.5552, 2.1001, 0.1876), (-0.9883, -0.1495, 0.0299),
Player Position, (-0.5544, 2.1008, 0.1871), (-0.9896, -0.1414, 0.0265),
Player Position, (-0.5543, 2.1008, 0.1869), (-0.9897, -0.1405, 0.0263),
Collect the Cylinder,
Position: (0.3500, 1.5000, -0.1500),
Player Position, (-0.5537, 2.1002, 0.1852), (-0.9892, -0.1443, 0.0256),
Player Position, (-0.5537, 2.1002, 0.1848), (-0.9894, -0.1433, 0.0251),
Player Position, (-0.5543, 2.1000, 0.1837), (-0.9894, -0.1430, 0.0236),
Player Position, (-0.5542, 2.1000, 0.1834), (-0.9894, -0.1432, 0.0251),
Player Position, (-0.5556, 2.1003, 0.1826), (-0.9901, -0.1370, 0.0309),
Player Position, (-0.5563, 2.1002, 0.1826), (-0.9898, -0.1376, 0.0357),
Player Position, (-0.5613, 2.1007, 0.1842), (-0.9880, -0.1388, 0.0676),
Player Position, (-0.5626, 2.1008, 0.1847), (-0.9880, -0.1378, 0.0698),
Player Position, (-0.5676, 2.0999, 0.1890), (-0.9878, -0.1441, 0.0596),
Player Position, (-0.5683, 2.0999, 0.1906), (-0.9880, -0.1445, 0.0549),
Player Position, (-0.5715, 2.0997, 0.2021), (-0.9888, -0.1456, 0.0336),
Player Position, (-0.5720, 2.0995, 0.2063), (-0.9884, -0.1472, 0.0366),
Player Position, (-0.5691, 2.0963, 0.2403), (-0.9751, -0.1524, 0.1614),
Player Position, (-0.5679, 2.0940, 0.2488), (-0.9658, -0.1591, 0.2047),
Player Position, (-0.5533, 2.0837, 0.2828), (-0.8428, -0.2271, 0.4880),
Player Position, (-0.5493, 2.0824, 0.2854), (-0.7968, -0.2425, 0.5535),
Player Position, (-0.5325, 2.0721, 0.2732), (-0.4582, -0.3040, 0.8352),
Player Position, (-0.5305, 2.0700, 0.2653), (-0.3800, -0.3210, 0.8675),
Player Position, (-0.5287, 2.0643, 0.2162), (-0.0153, -0.3863, 0.9223),
Player Position, (-0.5271, 2.0618, 0.2063), (0.0615, -0.4044, 0.9125),
Player Position, (-0.5023, 2.0501, 0.1607), (0.4808, -0.4966, 0.7227),
Player Position, (-0.4951, 2.0492, 0.1507), (0.5453, -0.5074, 0.6672),
Player Position, (-0.4539, 2.0482, 0.1002), (0.7519, -0.5268, 0.3964),
Player Position, (-0.4455, 2.0472, 0.0902), (0.7736, -0.5324, 0.3436),
Player Position, (-0.4020, 2.0452, 0.0517), (0.8255, -0.5338, 0.1835),
Player Position, (-0.3927, 2.0464, 0.0462), (0.8307, -0.5325, 0.1620),
Player Position, (-0.3678, 2.0435, 0.0332), (0.8414, -0.5339, 0.0833),
Player Position, (-0.3670, 2.0407, 0.0350), (0.8423, -0.5352, 0.0639),
Player Position, (-0.3575, 2.0293, 0.0545), (0.8429, -0.5377, -0.0208),
Player Position, (-0.3541, 2.0277, 0.0575), (0.8354, -0.5491, -0.0241),
Player Position, (-0.3272, 2.0323, 0.0499), (0.8370, -0.5465, 0.0272),
Player Position, (-0.3183, 2.0317, 0.0448), (0.8389, -0.5428, 0.0402),
Player Position, (-0.2429, 2.0187, 0.0016), (0.8250, -0.5600, 0.0757),
Player Position, (-0.2220, 2.0145, -0.0101), (0.8221, -0.5634, 0.0817),
Player Position, (-0.0842, 1.9925, -0.0757), (0.8421, -0.5198, 0.1439),
Player Position, (-0.0497, 1.9933, -0.0888), (0.8405, -0.5214, 0.1470),
Player Position, (0.1105, 2.0235, -0.1349), (0.8424, -0.5060, 0.1854),
Player Position, (0.1347, 2.0301, -0.1402), (0.8454, -0.4924, 0.2070),
Player Position, (0.2214, 2.0470, -0.1574), (0.8554, -0.4467, 0.2622),
Player Position, (0.2322, 2.0497, -0.1592), (0.8555, -0.4442, 0.2662),
Player Position, (0.2526, 2.0577, -0.1638), (0.8792, -0.4189, 0.2270),
Player Position, (0.2510, 2.0604, -0.1633), (0.8874, -0.4107, 0.2094),
Player Position, (0.2462, 2.0729, -0.1541), (0.9309, -0.3472, 0.1133),
Player Position, (0.2464, 2.0744, -0.1515), (0.9374, -0.3330, 0.1022),
Player Position, (0.2586, 2.0782, -0.1397), (0.9498, -0.3024, 0.0801),
Player Position, (0.2617, 2.0779, -0.1379), (0.9496, -0.3038, 0.0773),
East,
Player Position, (0.2726, 2.0773, -0.1322), (0.9482, -0.3116, 0.0627),
Player Position, (0.2741, 2.0771, -0.1316), (0.9487, -0.3103, 0.0599),
Player Position, (0.2777, 2.0762, -0.1296), (0.9486, -0.3118, 0.0536),
Player Position, (0.2782, 2.0762, -0.1291), (0.9490, -0.3103, 0.0567),
Player Position, (0.2765, 2.0775, -0.1203), (0.9452, -0.2976, 0.1344),
Player Position, (0.2748, 2.0783, -0.1144), (0.9383, -0.2889, 0.1900),
Player Position, (0.2434, 2.0813, -0.0559), (0.6329, -0.2417, 0.7355),
Player Position, (0.2305, 2.0804, -0.0444), (0.5057, -0.2387, 0.8290),
Player Position, (0.1731, 2.0724, -0.0186), (0.0594, -0.2792, 0.9584),
Player Position, (0.1671, 2.0717, -0.0176), (0.0377, -0.2856, 0.9576),
Player Position, (0.1558, 2.0699, -0.0168), (0.0298, -0.2808, 0.9593),
Player Position, (0.1563, 2.0679, -0.0174), (0.0222, -0.2862, 0.9579),
